access	author	category	consortium	filename	id	mr	ncase	ncontrol	note	nsnp	path	pmid	population	priority	sample_size	sd	sex	subcategory	trait	unit	year
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_LDL.C.txt.tab	895	1	NA	NA	LDL.C	11871461	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21559	NA	Males and females	Lipid	Total cholesterol in LDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_LDL.D.txt.tab	896	1	NA	NA	LDL.D	11820640	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Mean diameter for LDL particles	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_Leu.txt.tab	897	1	NA	NA	NA	12078191	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	24728	NA	Males and females	Amino acid	Leucine	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.HDL.C.txt.tab	898	1	NA	NA	M.HDL.C	11864118	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21558	NA	Males and females	Lipid	Total cholesterol in medium HDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.HDL.CE.txt.tab	899	1	NA	NA	M.HDL.CE	11807639	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Cholesterol esters in medium HDL	SD	2016
public	Deloukas	Disease	CARDIoGRAMplusC4D	cardiogramplusc4d_180814_update_data.txt.tab.all_pos	9	1	63746	130681	NA	79129	/projects/MRC-IEU/publicdata/GWAS_summary_data/cardiogram	23202125	Mixed	1	194427	NA	Males and females	Cardiovascular	Coronary heart disease	log odds	2013
public	Berndt SI	Risk factor	GIANT	GIANT_OBESITY_CLASS1_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos	90	1	32858	65839	NA	2380428	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23563607	European	1	98697	NA	Males and females	Anthropometric	Obesity class 1	log odds	2013
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.HDL.FC.txt.tab	900	1	NA	NA	M.HDL.FC	11869673	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21559	NA	Males and females	Lipid	Free cholesterol in medium HDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.HDL.L.txt.tab	901	1	NA	NA	M.HDL.L	11820655	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Total lipids in medium HDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.HDL.P.txt.tab	902	1	NA	NA	M.HDL.P	11820655	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Concentration of medium HDL particles	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.HDL.PL.txt.tab	903	1	NA	NA	M.HDL.PL	11871422	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21558	NA	Males and females	Lipid	Phospholipids in medium HDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.LDL.C.txt.tab	904	1	NA	NA	M.LDL.C	11862863	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21559	NA	Males and females	Lipid	Total cholesterol in medium LDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.LDL.CE.txt.tab	905	1	NA	NA	M.LDL.CE	11820631	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Cholesterol esters in medium LDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.LDL.L.txt.tab	906	1	NA	NA	M.LDL.L	11818458	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Total lipids in medium LDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.LDL.P.txt.tab	907	1	NA	NA	M.LDL.P	11818918	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Concentration of medium LDL particles	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.LDL.PL.txt.tab	908	1	NA	NA	M.LDL.PL	11871461	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21558	NA	Males and females	Lipid	Phospholipids in medium LDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.VLDL.C.txt.tab	909	1	NA	NA	M.VLDL.C	11871461	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21551	NA	Males and females	Lipid	Total cholesterol in medium VLDL	SD	2016
public	Berndt SI	Risk factor	GIANT	GIANT_OBESITY_CLASS2_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos	91	1	9889	62657	NA	2331456	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23563607	European	1	72546	NA	Males and females	Anthropometric	Obesity class 2	log odds	2013
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.VLDL.CE.txt.tab	910	1	NA	NA	M.VLDL.CE	11820655	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Cholesterol esters in medium VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.VLDL.FC.txt.tab	911	1	NA	NA	M.VLDL.FC	11766527	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21240	NA	Males and females	Lipid	Free cholesterol in medium VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.VLDL.L.txt.tab	912	1	NA	NA	M.VLDL.L	11820655	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Total lipids in medium VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.VLDL.P.txt.tab	913	1	NA	NA	M.VLDL.P	11819006	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Concentration of medium VLDL particles	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.VLDL.PL.txt.tab	914	1	NA	NA	M.VLDL.PL	11766530	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21240	NA	Males and females	Lipid	Phospholipids in medium VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_M.VLDL.TG.txt.tab	915	1	NA	NA	M.VLDL.TG	11766530	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21241	NA	Males and females	Lipid	Triglycerides in medium VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_MUFA.txt.tab	916	1	NA	NA	NA	11417715	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	13535	NA	Males and females	Fatty acid	Mono-unsaturated fatty acids	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_otPUFA.txt.tab	917	1	NA	NA	NA	11407336	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	13549	NA	Males and females	Fatty acid	Other polyunsaturated fatty acids than 18:2	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_PC.txt.tab	918	1	NA	NA	PC	11419086	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	13542	NA	Males and females	Lipid	Phosphatidylcholine and other cholines	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_Phe.txt.tab	919	1	NA	NA	NA	12042964	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	22663	NA	Males and females	Amino acid	Phenylalanine	SD	2016
public	Berndt SI	Risk factor	GIANT	GIANT_OBESITY_CLASS3_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos	92	1	2896	47468	NA	2250779	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23563607	European	1	50364	NA	Males and females	Anthropometric	Obesity class 3	log odds	2013
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_Pyr.txt.tab	920	1	NA	NA	NA	12079526	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	24756	NA	Males and females	Carbohydrate	Pyruvate	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_S.HDL.L.txt.tab	921	1	NA	NA	S.HDL.L	11805157	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Total lipids in small HDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_S.HDL.P.txt.tab	922	1	NA	NA	S.HDL.P	11820655	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Concentration of small HDL particles	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_S.HDL.TG.txt.tab	923	1	NA	NA	S.HDL.TG	11871440	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21558	NA	Males and females	Lipid	Triglycerides in small HDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_S.LDL.C.txt.tab	924	1	NA	NA	S.LDL.C	11871461	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21556	NA	Males and females	Lipid	Total cholesterol in small LDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_S.LDL.L.txt.tab	925	1	NA	NA	S.LDL.L	11820193	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Total lipids in small LDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_S.LDL.P.txt.tab	926	1	NA	NA	S.LDL.P	11820655	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Concentration of small LDL particles	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_S.VLDL.C.txt.tab	927	1	NA	NA	S.VLDL.C	11856411	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21557	NA	Males and females	Lipid	Total cholesterol in small VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_S.VLDL.FC.txt.tab	928	1	NA	NA	S.VLDL.FC	11850620	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21559	NA	Males and females	Lipid	Free cholesterol in small VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_S.VLDL.L.txt.tab	929	1	NA	NA	S.VLDL.L	11817034	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Total lipids in small VLDL	SD	2016
public	Berndt SI	Risk factor	GIANT	GIANT_OVERWEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos	93	1	93015	65840	NA	2435045	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23563607	European	1	158855	NA	Males and females	Anthropometric	Overweight	log odds	2013
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_S.VLDL.P.txt.tab	930	1	NA	NA	S.VLDL.P	11820641	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Concentration of small VLDL particles	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_S.VLDL.PL.txt.tab	931	1	NA	NA	S.VLDL.PL	11866342	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21551	NA	Males and females	Lipid	Phospholipids in small VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_S.VLDL.TG.txt.tab	932	1	NA	NA	S.VLDL.TG	11859725	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21558	NA	Males and females	Lipid	Triglycerides in small VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_Serum.C.txt.tab	933	1	NA	NA	Serum.C	11855845	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21491	NA	Males and females	Lipid	Serum total cholesterol	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_Serum.TG.txt.tab	934	1	NA	NA	Serum.TG	11871391	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21545	NA	Males and females	Lipid	Serum total triglycerides	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_SM.txt.tab	935	1	NA	NA	SM	11417530	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	13476	NA	Males and females	Lipid	Sphingomyelins	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_Tot.FA.txt.tab	936	1	NA	NA	NA	11412092	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	13505	NA	Males and females	Fatty acid	Total fatty acids	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_TotPG.txt.tab	937	1	NA	NA	TotPG	11416877	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	13519	NA	Males and females	Lipid	Total phosphoglycerides	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_Tyr.txt.tab	938	1	NA	NA	NA	12090785	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	24925	NA	Males and females	Amino acid	Tyrosine	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_Urea.txt.tab	939	1	NA	NA	NA	11807298	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	18814	NA	Males and females	Amino acid	Urea	SD	2016
public	Randall JC	Risk factor	GIANT	GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_BMI_MEN_N.txt.tab	94	1	NA	NA	NA	2736876	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23754948	European	5	60586	4.77	Males	Anthropometric	Body mass index	SD (kg/m^2)	2013
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_Val.txt.tab	940	1	NA	NA	NA	12092490	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	24900	NA	Males and females	Amino acid	Valine	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_VLDL.D.txt.tab	941	1	NA	NA	VLDL.D	11820646	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Mean diameter for VLDL particles	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XL.HDL.C.txt.tab	942	1	NA	NA	XL.HDL.C	11870684	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21540	NA	Males and females	Lipid	Total cholesterol in very large HDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XL.HDL.CE.txt.tab	943	1	NA	NA	XL.HDL.CE	11806428	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Cholesterol esters in very large HDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XL.HDL.FC.txt.tab	944	1	NA	NA	XL.HDL.FC	11871391	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21542	NA	Males and females	Lipid	Free cholesterol in very large HDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XL.HDL.L.txt.tab	945	1	NA	NA	XL.HDL.L	11798042	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Total lipids in very large HDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XL.HDL.P.txt.tab	946	1	NA	NA	XL.HDL.P	11820632	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Concentration of very large HDL particles	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XL.HDL.PL.txt.tab	947	1	NA	NA	XL.HDL.PL	11820655	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Phospholipids in very large HDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XL.HDL.TG.txt.tab	948	1	NA	NA	XL.HDL.TG	11871386	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21536	NA	Males and females	Lipid	Triglycerides in very large HDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XL.VLDL.L.txt.tab	949	1	NA	NA	XL.VLDL.L	11808241	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Total lipids in very large VLDL	SD	2016
public	Randall JC	Risk factor	GIANT	GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_BMI_WOMEN_N.txt.tab	95	1	NA	NA	NA	2736876	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23754948	European	6	73137	4.77	Females	Anthropometric	Body mass index	SD (kg/m^2)	2013
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XL.VLDL.P.txt.tab	950	1	NA	NA	XL.VLDL.P	11382413	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	18960	NA	Males and females	Lipid	Concentration of very large VLDL particles	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XL.VLDL.PL.txt.tab	951	1	NA	NA	XL.VLDL.PL	11759843	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21237	NA	Males and females	Lipid	Phospholipids in very large VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XL.VLDL.TG.txt.tab	952	1	NA	NA	XL.VLDL.TG	11814232	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21548	NA	Males and females	Lipid	Triglycerides in very large VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XS.VLDL.L.txt.tab	953	1	NA	NA	XS.VLDL.L	11820654	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Total lipids in very small VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XS.VLDL.P.txt.tab	954	1	NA	NA	XS.VLDL.P	11797264	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Concentration of very small VLDL particles	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XS.VLDL.PL.txt.tab	955	1	NA	NA	XS.VLDL.PL	11813718	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Phospholipids in very small VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XS.VLDL.TG.txt.tab	956	1	NA	NA	XS.VLDL.TG	11820655	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	19273	NA	Males and females	Lipid	Triglycerides in very small VLDL	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XXL.VLDL.L.txt.tab	957	1	NA	NA	XXL.VLDL.L	11708802	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	18960	NA	Males and females	Lipid	Total lipids in chylomicrons and largest VLDL particles	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XXL.VLDL.P.txt.tab	958	1	NA	NA	XXL.VLDL.P	11598671	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	18960	NA	Males and females	Lipid	Concentration of chylomicrons and largest VLDL particles	SD	2016
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XXL.VLDL.PL.txt.tab	959	1	NA	NA	XXL.VLDL.PL	11871391	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21542	NA	Males and females	Lipid	Phospholipids in chylomicrons and largest VLDL particles	SD	2016
public	Randall JC	Risk factor	GIANT	GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN_N.txt.tab	96	1	NA	NA	NA	2762798	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23754948	European	2	60586	0.0729	Males	Anthropometric	Height	SD (m)	2013
public	Kettunen	Metabolites	NA	Summary_statistics_MAGNETIC_XXL.VLDL.TG.txt.tab	960	1	NA	NA	XXL.VLDL.TG	11843388	/projects/MRC-IEU/publicdata/metab_qtl	27005778	European	1	21540	NA	Males and females	Lipid	Triglycerides in chylomicrons and largest VLDL particles	SD	2016
public	Furberg	Risk factor	TAG	tag.cpd.tbl.tab	961	1	NA	NA	NA	2459119	/projects/MRC-IEU/publicdata/GWAS_summary_data/TAG	20418890	European	1	68028	11.69784541	Males and females	Behavioural	Cigarettes smoked per day	Cigarettes per day	2010
public	Furberg	Risk factor	TAG	tag.evrsmk.tbl.tab	962	1	41969	32066	NA	2455847	/projects/MRC-IEU/publicdata/GWAS_summary_data/TAG	20418890	European	1	74035	NA	Males and females	Behavioural	Ever vs never smoked	log odds	2010
public	Furberg	Risk factor	TAG	tag.former.tbl.tab	963	1	23554	18415	NA	2456555	/projects/MRC-IEU/publicdata/GWAS_summary_data/TAG	20418890	European	1	41969	NA	Males and females	Behavioural	Former vs current smoker	log odds	2010
public	Furberg	Risk factor	TAG	tag.logonset.tbl.tab	964	1	NA	NA	NA	2457546	/projects/MRC-IEU/publicdata/GWAS_summary_data/TAG/	20418890	European	1	47961	0.34	Males and females	Behavioural	Age of smoking initiation	log years	2010
public	Wang Y	Disease	ILCCO	TRICL_ICR_MDACC_IARC_NIH_GWAMA_Adeno.rsid.txt.tab	965	1	3442	14894	NA	8881354	/projects/MRC-IEU/publicdata/GWAS_summary_data/ILCCO	24880342	European	1	18336	NA	Males and females	Cancer	Lung adenocarcinoma	log odds	2014
public	Wang Y	Disease	ILCCO	TRICL_ICR_MDACC_IARC_NIH_GWAMA_overall.rsid.txt.tab	966	1	11348	15861	NA	8945893	/projects/MRC-IEU/publicdata/GWAS_summary_data/ILCCO	24880342	European	1	27209	NA	Males and females	Cancer	Lung cancer	log odds	2014
public	Wang Y	Disease	ILCCO	TRICL_ICR_MDACC_IARC_NIH_GWAMA_Squamous.rsid.txt.tab	967	1	3275	15038	NA	8893750	/projects/MRC-IEU/publicdata/GWAS_summary_data/ILCCO	24880342	European	1	18313	NA	Males and females	Cancer	Squamous cell lung cancer	log odds	2014
public	Jostins L	Disease	IIBDGC	UC.gwas_ichip_meta_release.txt.gz.tab	968	1	10920	15977	NA	10662	/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD	23128233	European	1	26897	NA	Males and females	Autoimmune / inflammatory	Ulcerative colitis	log odds	2012
public	Liu	Disease	IIBDGC	UC_trans_ethnic_association_summ_stats_b37.txt.gz.EAS.tab	969	1	1134	3719	NA	156116	/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD	26192919	East Asian	1	4853	NA	Males and females	Autoimmune / inflammatory	Ulcerative colitis	log odds	2015
public	Randall JC	Risk factor	GIANT	GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN_N.txt.tab	97	1	NA	NA	NA	2748546	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23754948	European	3	73137	0.0665	Females	Anthropometric	Height	SD (m)	2013
public	Liu	Disease	IIBDGC	UC_trans_ethnic_association_summ_stats_b37.txt.gz.Euro.tab	970	1	13768	33977	NA	156116	/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD	26192919	European	1	47745	NA	Males and females	Autoimmune / inflammatory	Ulcerative colitis	log odds	2015
public	Liu	Disease	IIBDGC	UC_trans_ethnic_association_summ_stats_b37.txt.gz.IND.tab	971	1	1239	990	NA	156116	/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD	26192919	Indian	1	2229	NA	Males and females	Autoimmune / inflammatory	Ulcerative colitis	log odds	2015
public	Liu	Disease	IIBDGC	UC_trans_ethnic_association_summ_stats_b37.txt.gz.IRA.tab	972	1	397	342	NA	156116	/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD	26192919	Iranian	1	739	NA	Males and females	Autoimmune / inflammatory	Ulcerative colitis	log odds	2015
public	Anderson CA	Disease	IIBDGC	ucmeta-sumstats.txt.gz.tab.all_pos	973	1	6687	19718	Effect allele frequencies are missing	1243971	/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD	21297633	European	2	26405	NA	Males and females	Autoimmune / inflammatory	Ulcerative colitis	log odds	2011
public	Locke AE	Risk factor	GIANT	Women_SNP_gwas_mc_merge_nogc.tbl.uniq.gz.tab	974	1	NA	NA	NA	2494613	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2014_2015/BMI2015	25673413	European	4	171977	4.77	Females	Anthropometric	Body mass index	SD (kg/m^2)	2015
public	Albagha OM	Disease	NA	Albagha_Gwas_P_Haycock.csv.tab	975	1	741	2699	NA	2479235	/projects/MRC-IEU/groups/evidencehub/GWAS-Base/Albagha_PagetsDisease/	21623375	European	1	3440	NA	Males and females	Bone	Pagets disease	log odds	2011
public	Morris	Disease	DIAGRAM	DIAGRAM.noWTCCC.out.gz.tab	976	1	10247	53924	DIAGRAM excluding the WTCCC; effect allele frequencies are missing; forward strand	2662411	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/DIAGRAMnoWTCCC_Diabetes/data	22885922	Mixed	5	64171	NA	Males and females	Diabetes	Type 2 diabetes	log odds	2012
public	Zheng	Risk factor	GEFOS	fa2stu.MAF0_.005.pos_.out_.gz.tab	977	1	NA	NA	NA	9955366	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/dev/release_candidate/data/results/passqc	26367794	Mixed	1	NA	NA	Males and females	Bone	Forearm bone mineral density	SD	2015
public	Randall JC	Risk factor	GIANT	GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_MEN_N.txt.tab	98	1	NA	NA	NA	2725756	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23754948	European	8	60586	8.4548	Males	Anthropometric	Hip circumference	SD (cm)	2013
public	Zheng	Risk factor	GEFOS	fn2stu.MAF0_.005.pos_.out_.gz.tab	980	1	NA	NA	NA	10586900	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/dev/release_candidate/data/results/passqc	26367794	Mixed	1	NA	NA	Males and females	Bone	Femoral neck bone mineral density	SD	2015
public	Hofmann S	Disease	NA	Hofmann_PMID_22936702.txt.tab	981	1	637	1233	NA	764189	/projects/MRC-IEU/groups/evidencehub/GWAS_summary_data/Hoffmann_Sarcoidosis	22936702	European	1	1870	NA	Males and females	Autoimmune / inflammatory	Sarcoidosis	log odds	2013
public	Zheng	Risk factor	GEFOS	ls2stu.MAF0_.005.pos_.out_.gz.tab	982	1	NA	NA	NA	10582867	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/dev/release_candidate/data/results/passqc	26367794	Mixed	1	NA	NA	Males and females	Bone	Lumbar spine bone mineral density	SD	2015
public	Tang	Disease	NA	metal.Chinesecc.maf02.info06.MR-base_LDhub.score_add.assoc.tab	983	1	173	615	NA	6512684	/projects/MRC-IEU/groups/evidencehub/Tang_Hirschsprungs_disease	20361209	East Asian	1	788	NA	Males and females	Paediatric disease	Hirschsprungs disease	log odds	2010
