"","clust","label","nsnp","min_p","fisher"
"961",10,"hdl cholesterol",3,0.2747,0.666449031668946
"962",14,"hip circumference",3,0.35,0.667006126700652
"963",23,"obesity class 3",3,0.26,0.66800100680976
"964",12,"alzheimers disease",3,0.1781,0.669182263667936
"965",10,"ldl cholesterol",3,0.2025,0.669967919946026
"966",20,"mean cell volume",3,0.3848,0.670415217778535
"967",140,"alzheimers disease",3,0.3011,0.671022798418075
"968",18,"sitting height ratio",3,0.39,0.671150001114464
"969",5,"sleep duration",5,0.21,0.672562817465703
"970",2,"ldl cholesterol",15,0.0647,0.67405609393263
"971",14,"g speed factor",3,0.2104,0.675826712834618
"972",11,"sitting height ratio",3,0.37,0.677289155369767
"973",1,"neoagreeableness",5,0.3014,0.677808475904379
"974",23,"adiponectin",3,0.3759014,0.678407709274868
"975",7,"lung adenocarcinoma",5,0.278375,0.679750236109396
"976",12,"squamous cell lung cancer",3,0.404525,0.68025181422325
"977",140,"caudate volume",3,0.2647,0.680292325631898
"978",23,"years of schooling",4,0.4659,0.681426586517082
"979",7,"subjective well being",4,0.1048,0.682321298748259
"980",2,"overweight",15,0.069,0.684303577091006
"981",1,"parents age at death",7,0.18,0.687256936654689
"982",23,"neoagreeableness",3,0.2311,0.68786243439391
"983",20,"microalbuminuria",3,0.35,0.690607812763855
"984",18,"myocardial infarction",3,0.197239181870013,0.69097383986676
"985",12,"hippocampus volume",3,0.3283,0.691042358929278
"986",6,"top 1  survival",5,0.18,0.693461566137772
"987",9,"sleep duration",3,0.4,0.693468221353693
"988",20,"hippocampus volume",3,0.1597,0.694355671459479
"989",140,"years of schooling",3,0.1874,0.694696333981832
"990",3,"years of schooling",4,0.2706,0.694766339790493
"991",7,"childhood intelligence",3,0.2383,0.696622959005472
"992",7,"thalamus volume",5,0.2219,0.696702302015093
"993",7,"hdl cholesterol",4,0.2343,0.700685423023199
"994",2,"caudate volume",23,0.03291,0.70072373881761
"995",38,"sitting height ratio",3,0.19,0.701964199445743
"996",23,"bipolar disorder",3,0.1877,0.702551123219357
"997",23,"neoopenness to experience",3,0.241,0.703247643184039
"998",20,"schizophrenia",3,0.3598,0.703533811687707
"999",179,"lung cancer",3,0.462962,0.703968801251616
"1000",4,"sleep duration",3,0.21,0.704314197420894
"1001",1,"bulimia nervosa",6,0.1993,0.704385352497496
"1002",6,"eczema",5,0.246777,0.705492654773616
"1003",10,"crohns disease",5,0.3154,0.706443659082583
"1004",7,"ferritin",4,0.1542,0.706813118209582
"1005",1,"difference in height between adolescence and adulthood",5,0.24964797901904,0.708153972044551
"1006",2,"creactive protein",12,0.07434,0.708378553370333
"1007",14,"difference in height between adolescence and adulthood",3,0.283535573692743,0.708707027803999
"1008",6,"chronotype",5,0.18,0.710615475736726
"1009",38,"fathers age at death",3,0.45,0.71063180261089
"1010",14,"homair",3,0.4122,0.710670363078591
"1011",10,"squamous cell lung cancer",4,0.249143,0.712083788750302
"1012",23,"symbol search",3,0.346756107631753,0.714231892178862
"1013",23,"rheumatoid arthritis",3,0.31,0.715485755332845
"1014",18,"eczema",3,0.321334,0.715544823999149
"1015",2,"simple reaction time",15,0.1457,0.717991559701514
"1016",10,"lung cancer",4,0.311516,0.718121306258631
"1017",10,"mothers age at death",5,0.15,0.718234577000553
"1018",1,"birth weight",7,0.12,0.719258718643028
"1019",1,"creactive protein",3,0.1801,0.721149974111649
"1020",5,"sitting height ratio",3,0.41,0.72205767041294
"1021",7,"ulcerative colitis",5,0.09428,0.722902015307929
"1022",7,"8choice reaction time",4,0.33,0.723464724080879
"1023",1,"heart rate",5,0.1285,0.723502384413295
"1024",23,"heart rate",3,0.3956,0.723684022511354
"1025",179,"thalamus volume",3,0.4853,0.723890714874335
"1026",14,"femoral neck bone mineral density",3,0.380115,0.725393504521552
"1027",20,"triglycerides",3,0.1975,0.727125961774638
"1028",20,"coronary heart disease",3,0.4474733,0.73005040870561
"1029",20,"transferrin saturation",3,0.3816,0.730570656495997
"1030",140,"depressive symptoms",3,0.2478,0.731095160161332
"1031",1,"melanoma",4,0.2342,0.731354481013469
"1032",3,"caudate volume",3,0.2978,0.73155086117667
"1033",1,"internalizing problems",5,0.1158,0.731588284594991
"1034",23,"crohns disease",4,0.3497,0.73516491110566
"1035",14,"neoopenness to experience",3,0.3203,0.73572291575143
"1036",6,"pallidum volume",4,0.285,0.738059181715474
"1037",20,"putamen volume",3,0.4273,0.738502985005109
"1038",23,"myocardial infarction",4,0.196872376112335,0.73994514571041
"1039",140,"forearm bone mineral density",3,0.509099,0.740419030905697
"1040",14,"neoneuroticism",3,0.2864,0.742913273436907
"1041",7,"anorexia nervosa",3,0.398404,0.74300645611168
"1042",11,"lung adenocarcinoma",3,0.401947,0.746225924002855
"1043",20,"eczema",3,0.187525,0.746523975328664
"1044",14,"waisttohip ratio",3,0.42,0.746879228629802
"1045",20,"inflammatory bowel disease",3,0.3713,0.747133759250344
"1046",13,"bulimia nervosa",3,0.5523,0.749199321994124
"1047",7,"copper",4,0.369,0.750410980197395
"1048",10,"copper",3,0.381,0.752786287859487
"1049",1,"years of schooling",7,0.09741,0.754374226112035
"1050",14,"creactive protein",3,0.3479,0.754483637237788
"1051",23,"lumbar spine bone mineral density",3,0.310077,0.754649980950038
"1052",2,"top 1  survival",25,0.086,0.754788454692279
"1053",2,"amyotrophic lateral sclerosis",25,0.0164352846677151,0.755167526723836
"1054",26,"alzheimers disease",3,0.3737,0.75752806193755
"1055",23,"copper",3,0.348,0.758430506912139
"1056",23,"transferrin saturation",3,0.3832,0.760010446996722
"1057",14,"waist circumference",3,0.34,0.760730712353169
"1058",2,"amygdala volume",23,0.08596,0.761837898553824
"1059",4,"fathers age at death",3,0.47,0.763194905893308
"1060",10,"obesity class 3",3,0.39,0.763655827772102
"1061",2,"digit symbol",15,0.08736,0.763812309080832
"1062",140,"lung cancer",3,0.4191,0.76419094445918
"1063",10,"fasting proinsulin",3,0.3863,0.764258855250933
"1064",7,"extreme height",4,0.29,0.765167069323022
"1065",1,"digit symbol",5,0.203,0.766479267736616
"1066",10,"age of smoking initiation",3,0.2857,0.768239728403411
"1067",140,"lumbar spine bone mineral density",3,0.309982,0.768878248743234
"1068",179,"hippocampus volume",3,0.3222,0.76914671646946
"1069",3,"pallidum volume",3,0.2986,0.769275282286615
"1070",179,"pallidum volume",3,0.227,0.769281741587425
"1071",20,"amygdala volume",3,0.2755,0.769731213072519
"1072",6,"lung adenocarcinoma",5,0.344883,0.771560421850538
"1073",1,"homair",5,0.227,0.773351168935178
"1074",14,"myocardial infarction",4,0.528565991862864,0.773890063283066
"1075",10,"platelet count",4,0.3014,0.775135832200942
"1076",12,"eczema",3,0.273551,0.775631498090888
"1077",20,"difference in height between adolescence and adulthood",3,0.288143213205762,0.776179923804521
"1078",12,"inflammatory bowel disease",3,0.5304,0.776981212561533
"1079",1,"zinc",5,0.289,0.77723035946592
"1080",6,"alzheimers disease",5,0.3546,0.777516461493483
"1081",2,"neoopenness to experience",14,0.1429,0.778061376301633
"1082",23,"caudate volume",3,0.5114,0.778082501563802
"1083",5,"rheumatoid arthritis",4,0.37,0.778518482891326
"1084",7,"top 1  survival",5,0.079,0.778611833756716
"1085",7,"neoconscientiousness",4,0.4235,0.779353754378382
"1086",2,"age at menopause",15,0.17,0.779422464006239
"1087",14,"selenium",3,0.4,0.780460750953411
"1088",1,"sitting height ratio",7,0.14,0.780609485218776
"1089",9,"coronary heart disease",3,0.4476855,0.780978932190702
"1090",7,"internalizing problems",4,0.3337,0.78191613657624
"1091",2,"2hr glucose",15,0.07282,0.782657473782264
"1092",20,"homab",3,0.4309,0.785630980845857
"1093",3,"amyotrophic lateral sclerosis",4,0.376913321930234,0.791347954961239
"1094",38,"femoral neck bone mineral density",3,0.289591,0.791391047091932
"1095",7,"transferrin saturation",4,0.2249,0.792290656760827
"1096",2,"symbol search",15,0.0993526711837284,0.792486674980104
"1097",7,"putamen volume",5,0.2499,0.793266389443778
"1098",3,"ulcerative colitis",4,0.1869,0.793694449108661
"1099",38,"systemic lupus erythematosus",3,0.396704,0.794039211691026
"1100",6,"nucleus accumbens volume",4,0.4584,0.795315071110776
"1101",3,"femoral neck bone mineral density",4,0.168141,0.796273811709309
"1102",12,"depressive symptoms",3,0.3682,0.796620992066275
"1103",7,"bulimia nervosa",5,0.436,0.798317521674965
"1104",10,"2hr glucose",3,0.3541,0.802612766135534
"1105",2,"transferrin",15,0.1672,0.80383320932124
"1106",12,"amyotrophic lateral sclerosis",3,0.427605334702934,0.80602670679044
"1107",7,"ldl cholesterol",4,0.5005,0.806559033247029
"1108",6,"amyotrophic lateral sclerosis",5,0.105385023185681,0.806905465318209
"1109",1,"body mass index",5,0.2738,0.807324855013193
"1110",7,"total cholesterol",4,0.3071,0.807786928720025
"1111",23,"obesity class 2",3,0.29,0.80838483432252
"1112",1,"myocardial infarction",7,0.131663788341789,0.809599577314516
"1113",1,"neuroticism",7,0.1576,0.811898877555608
"1114",1,"fasting insulin",5,0.2505,0.813597498868247
"1115",20,"nucleus accumbens volume",3,0.3061,0.813958891553231
"1116",18,"femoral neck bone mineral density",3,0.439565,0.814864615577378
"1117",14,"parents age at death",4,0.39,0.817390393676144
"1118",10,"pallidum volume",4,0.3259,0.817954721499472
"1119",140,"parents age at death",3,0.51,0.820783604540879
"1120",14,"intracranial volume",3,0.4368,0.821887318575435
"1121",23,"sleep duration",4,0.27,0.821925304254482
"1122",23,"ever vs never smoked",3,0.2641,0.822549261377779
"1123",1,"amygdala volume",7,0.2118,0.824130678371303
"1124",10,"neoneuroticism",3,0.5394,0.824826189019945
"1125",14,"8choice reaction time",3,0.35,0.827471515302684
"1126",38,"sleep duration",3,0.34,0.827776773260296
"1127",10,"leptin",3,0.4953,0.828028797451221
"1128",11,"mothers age at death",3,0.29,0.828088575935957
"1129",179,"birth weight",3,0.4,0.828124983863477
"1130",11,"hippocampus volume",3,0.532,0.82844854683293
"1131",2,"gout",15,0.131329329893543,0.828564615702506
"1132",10,"caudate volume",4,0.3443,0.829732819153308
"1133",9,"ulcerative colitis",3,0.454,0.831309765434502
"1134",20,"depressive symptoms",3,0.4489,0.833437249156775
"1135",14,"lung cancer",4,0.515165,0.83431735423801
"1136",5,"amyotrophic lateral sclerosis",4,0.344630825598305,0.835165142469702
"1137",20,"birth length",3,0.3537,0.836036983378184
"1138",10,"mean cell haemoglobin",3,0.4932,0.836153959034983
"1139",20,"subjective well being",3,0.3761,0.836677657775594
"1140",20,"hdl cholesterol",3,0.3069,0.837863341775138
"1141",4,"alzheimers disease",3,0.394,0.837937482342398
"1142",179,"neuroticism",3,0.4614,0.838617731112138
"1143",9,"depressive symptoms",3,0.5267,0.83899423502241
"1144",17,"nucleus accumbens volume",4,0.4401,0.843373214940361
"1145",18,"pallidum volume",3,0.524,0.844410826128243
"1146",20,"neoconscientiousness",3,0.4345,0.845788180110727
"1147",7,"heart rate",4,0.2988,0.846258979283065
"1148",38,"amygdala volume",3,0.4823,0.846467396780588
"1149",3,"thalamus volume",3,0.3676,0.846911418769036
"1150",7,"zinc",4,0.274,0.847936530203283
"1151",17,"chronotype",4,0.49,0.848778357352215
"1152",12,"caudate volume",3,0.512,0.849574626234202
"1153",1,"iron",5,0.303,0.852300619085922
"1154",14,"infant head circumference",3,0.5733,0.852848567157711
"1155",38,"top 1  survival",3,0.53,0.855214686657934
"1156",17,"forearm bone mineral density",3,0.403875,0.855751525775771
"1157",38,"birth weight",3,0.5,0.856195576269676
"1158",1,"transferrin saturation",5,0.2923,0.858645860299705
"1159",1,"overweight",5,0.38,0.858831849704503
"1160",23,"mothers age at death",4,0.49,0.859163697059452
"1161",2,"autism",8,0.152,0.860425116767464
"1162",23,"chronotype",4,0.25,0.860790235354371
"1163",7,"2choice reaction time",4,0.487,0.861171354852325
"1164",13,"forearm bone mineral density",3,0.45824,0.861389065911961
"1165",20,"intracranial volume",3,0.4301,0.861718667595142
"1166",6,"forearm bone mineral density",5,0.345141,0.862149058553123
"1167",2,"8choice reaction time",15,0.05,0.863178676336618
"1168",11,"lung cancer",3,0.337428,0.864538327668315
"1169",1,"pagets disease",5,0.308133714569267,0.864756854021103
"1170",10,"former vs current smoker",3,0.5065,0.865075974707844
"1171",7,"2hr glucose",4,0.4954,0.865748188176175
"1172",1,"obesity class 2",5,0.3,0.867696152571738
"1173",6,"lumbar spine bone mineral density",5,0.206556,0.868220943210687
"1174",16,"parents age at death",3,0.6,0.869630931205475
"1175",10,"amygdala volume",4,0.4204,0.870260329100641
"1176",179,"systemic lupus erythematosus",3,0.38616,0.870858784124778
"1177",2,"migraine in bipolar disorder",6,0.177,0.870865193953633
"1178",10,"fathers age at death",5,0.49,0.872885687722986
"1179",3,"nucleus accumbens volume",3,0.4092,0.875014263373772
"1180",11,"fathers age at death",3,0.66,0.875846992534342
"1181",11,"crohns disease",3,0.3755,0.877904211695602
"1182",140,"eczema",3,0.627833,0.880962083155897
"1183",38,"nucleus accumbens volume",3,0.5613,0.881277113842926
"1184",7,"hba1c",4,0.3119,0.881970434772676
"1185",10,"parents age at death",5,0.25,0.882042185085081
"1186",14,"top 1  survival",4,0.48,0.885800553692726
"1187",9,"years of schooling",3,0.3834,0.885946625327229
"1188",17,"systemic lupus erythematosus",4,0.358285,0.886916646727919
"1189",10,"childhood obesity",3,0.4886,0.887151257147527
"1190",6,"parents age at death",5,0.36,0.88866281232112
"1191",1,"coronary heart disease",7,0.1453646,0.889076901130605
"1192",7,"simple reaction time",4,0.2395,0.891322583813981
"1193",20,"amyotrophic lateral sclerosis",3,0.500211311312083,0.891474769256468
"1194",4,"top 1  survival",3,0.53,0.892701262470775
"1195",10,"depressive symptoms",5,0.2036,0.893291772032378
"1196",11,"alzheimers disease",3,0.5966,0.89543223507067
"1197",14,"systemic lupus erythematosus",4,0.302733,0.895484774296844
"1198",5,"squamous cell lung cancer",3,0.45431,0.896067711727161
"1199",2,"bipolar disorder",15,0.04363,0.896288160331283
"1200",14,"type 2 diabetes",3,0.56,0.896446261719626
"1201",14,"birth length",3,0.3476,0.896654286280334
"1202",10,"autism",3,0.4666,0.896811397200951
"1203",7,"coronary heart disease",5,0.2460307,0.901128218691034
"1204",140,"intracranial volume",3,0.3922,0.90270918693875
"1205",9,"hippocampus volume",3,0.6441,0.903327484906203
"1206",6,"mothers age at death",5,0.33,0.903577630086337
"1207",6,"caudate volume",4,0.389,0.903815437036239
"1208",23,"inflammatory bowel disease",4,0.4426,0.904797041305048
"1209",20,"lung cancer",3,0.559059,0.90501260640309
"1210",14,"difference in height between childhood and adulthood",3,0.425614932474634,0.905147423546857
"1211",20,"parents age at death",3,0.55,0.906177422942272
"1212",7,"mean cell volume",4,0.4956,0.906653305558674
"1213",20,"gout",3,0.423380702014208,0.909256717992087
"1214",17,"hippocampus volume",4,0.3737,0.909610241752237
"1215",10,"transferrin saturation",3,0.461,0.909953491387475
"1216",20,"neoopenness to experience",3,0.4425,0.912260003135116
"1217",7,"mean cell haemoglobin",4,0.4097,0.912615161414161
"1218",18,"coronary heart disease",3,0.5696568,0.915607148713872
"1219",7,"bipolar disorder",4,0.5611,0.916349698397598
"1220",140,"systemic lupus erythematosus",3,0.64991,0.916669612719568
"1221",14,"adiponectin",3,0.5598891,0.916801908277188
"1222",23,"haemoglobin concentration",3,0.6872,0.917195433250903
"1223",23,"fasting insulin",3,0.3894,0.917533557596135
"1224",5,"lung cancer",3,0.496244,0.919527509186363
"1225",9,"inflammatory bowel disease",3,0.4961,0.91958490171805
"1226",18,"alzheimers disease",3,0.4713,0.921492689003448
"1227",2,"iron",15,0.08182,0.922313448315169
"1228",12,"fathers age at death",3,0.48,0.924212349182375
"1229",20,"neoextraversion",3,0.4173,0.924952092374421
"1230",1,"red blood cell count",5,0.2879,0.927817860247938
"1231",2,"fasting proinsulin",15,0.02151,0.930215003165897
"1232",26,"years of schooling",3,0.6477,0.930282369822457
"1233",12,"forearm bone mineral density",3,0.531049,0.930802621287127
"1234",179,"lung adenocarcinoma",3,0.545746,0.930843937971496
"1235",20,"age of smoking initiation",3,0.4435,0.930867789787218
"1236",20,"pagets disease",3,0.66356466511357,0.930908700844782
"1237",12,"chronotype",3,0.4,0.93100134064635
"1238",3,"hippocampus volume",3,0.5768,0.93201849381079
"1239",10,"pgc crossdisorder traits",3,0.5748,0.933491333263002
"1240",2,"neoneuroticism",14,0.07798,0.934352565813843
"1241",1,"lung adenocarcinoma",7,0.323889,0.936189800889777
"1242",12,"sleep duration",3,0.56,0.936638483425319
"1243",20,"neoagreeableness",3,0.5316,0.936733501787902
"1244",7,"cigarettes smoked per day",4,0.4611,0.939869071115732
"1245",23,"mean platelet volume",3,0.4942,0.940309992023016
"1246",9,"intracranial volume",3,0.6748,0.940605980760896
"1247",1,"type 2 diabetes",6,0.3,0.940807844618431
"1248",7,"myocardial infarction",5,0.317201089316907,0.941181016473116
"1249",2,"inspection time",15,0.03279,0.941330658204179
"1250",140,"hippocampus volume",3,0.5313,0.942008907762646
"1251",14,"ever vs never smoked",3,0.6739,0.943484681332959
"1252",12,"systemic lupus erythematosus",3,0.545036,0.943798133364111
"1253",17,"rheumatoid arthritis",4,0.44,0.943919918109998
"1254",20,"squamous cell lung cancer",3,0.53589,0.944185150464819
"1255",1,"age at menarche",5,0.42,0.945049278893818
"1256",7,"forearm bone mineral density",5,0.44284,0.945716738349707
"1257",10,"bipolar disorder",3,0.5715,0.947158065616672
"1258",20,"sleep duration",3,0.62,0.948315553537508
"1259",7,"age at menopause",4,0.56,0.949634876499762
"1260",23,"plasma cortisol",3,0.503336,0.949799708635549
"1261",1,"ferritin",5,0.2989,0.95009886792414
"1262",23,"neoextraversion",3,0.6744,0.950188775567494
"1263",14,"extreme waisttohip ratio",3,0.64,0.951277514012181
"1264",10,"mean platelet volume",4,0.4829,0.951740777013231
"1265",14,"sleep duration",4,0.48,0.95201936646322
"1266",1,"urate",5,0.285065408347936,0.952868223383496
"1267",20,"packed cell volume",3,0.5172,0.953237143583278
"1268",2,"parents age at death",25,0.086,0.953930168045528
"1269",14,"childhood obesity",3,0.5972,0.9543391863604
"1270",4,"bulimia nervosa",3,0.6068,0.954451139317895
"1271",20,"iron",3,0.558,0.955719528729226
"1272",2,"putamen volume",23,0.02516,0.956122590958985
"1273",7,"corrected insulin response",4,0.607497,0.958231928991994
"1274",38,"lumbar spine bone mineral density",3,0.648713,0.958392394311837
"1275",179,"lumbar spine bone mineral density",3,0.699832,0.958510378294528
"1276",14,"chronotype",4,0.47,0.959783992526204
"1277",20,"neoneuroticism",3,0.6859,0.960101796065163
"1278",20,"corrected insulin response",3,0.564257,0.960181772692981
"1279",20,"creactive protein",3,0.5888,0.961885855894318
"1280",3,"birth weight",4,0.55,0.962107625332519
"1281",10,"homab",3,0.7049,0.962352933412007
"1282",2,"transferrin saturation",15,0.1801,0.964350284718767
"1283",7,"triglycerides",4,0.4466,0.967368133998614
"1284",1,"gout",5,0.528969304212828,0.969369646691559
"1285",20,"homair",3,0.6223,0.969957640433707
"1286",6,"fathers age at death",5,0.53,0.971160106527718
"1287",12,"parents age at death",3,0.75,0.971169425700458
"1288",23,"urinary albumintocreatinine ratio",3,0.69,0.971337339118201
"1289",14,"hippocampus volume",3,0.8022,0.973068487448282
"1290",10,"8choice reaction time",3,0.74,0.976124240300421
"1291",23,"sitting height ratio",4,0.49,0.976387653254894
"1292",17,"caudate volume",4,0.6117,0.979616849500929
"1293",20,"thalamus volume",3,0.7796,0.980651238730538
"1294",16,"top 1  survival",3,0.69,0.982541145685962
"1295",23,"8choice reaction time",3,0.78,0.982778951103734
"1296",2,"bulimia nervosa",22,0.1171,0.983238325427488
"1297",2,"mothers age at death",25,0.12,0.986147460017817
"1298",17,"alzheimers disease",4,0.6394,0.987212268881079
"1299",10,"alcohol dependence",4,0.633837,0.988860503666641
"1300",17,"amygdala volume",4,0.6937,0.989974730377078
"1301",20,"systemic lupus erythematosus",3,0.860415,0.990985889851508
"1302",38,"amyotrophic lateral sclerosis",3,0.782208365391335,0.991736781363283
"1303",14,"forearm bone mineral density",4,0.668975,0.991807841011841
"1304",9,"crohns disease",3,0.761,0.99266018146051
"1305",2,"pancreatic cancer",3,0.827538,0.993838996746074
"1306",17,"years of schooling",4,0.6974,0.993891946359731
"1307",23,"ulcerative colitis",4,0.6954,0.993990806224786
"1308",1,"amyotrophic lateral sclerosis",7,0.493566509863206,0.994266544188837
"1309",20,"serum cystatin c egfrcys",3,0.89,0.998700447856222
